Category;Brand;Product;Variant;SKU;Price;"Old price";"Currency ID";Weight;Stock;Units;Visible;Featured;"Meta title";"Meta keywords";"Meta description";Annotation;Description;Images;URL;to_rozetka;to__okaycms__yandex_xml_vendor_model;to__okaycms__yandex_xml;volume;Вес;Высота;Диаметр;Ткань;Предназначение;Наполнитель;"Количество наполнителя";"Объемный вес для транспортных компаний";"Производство ";Серия;Диагональ;"Тип экрана";"Разрешение экрана";Система;"Количество ядер";Процессор;"Частота процессора";"Оперативная память";"Встроенная память";"Поддержка SD карт";Sim-карт;"Размеры SIM";"GSM (2G)";3G;"LTE (4G)";WCDMA;"Основная камера";"Фронтальная камера";Вспышка;Bluetooth;GPS;A-GPS;Wi-Fi;"ИК порт";Разъемы;Аккумулятор;Размеры;Цвет;"Wi-Fi Hotspot";"Сканер отпечатков пальцев";"3G (UMTS)";Возраст;Пол;Комплектация;Материал;"Размеры упаковки";"Размер игрушки";"Страна производитель";"Тепловая мощность";"Максимальная температура теплоносителя";"Максимальное рабочее давление";"Конструкция радиатора";"Способ подключения";"Кол-во секций в радиаторе";"Объем воды в радиаторе";"Опрессовочное давление";"Способ установки";"Номинальный объем водонагревателя";"Положение установки";Форма;"Мощность ТЭНа";Гарантия;"Тип нагревательного элемента (ТЭНа)";Мощность;"Отвод газов";"Тип розжига";Производительность;"Производительность ГВС";"Модуляция мощности";"Вес (кг)";"Объем (м3)";"Габариты В.Ш.Г. (мм.)";"Мин. давление газа";Страна;"Вид мяса";Производитель;"Количество мест";"Высота сиденья";Водонепронецаемый;Автор;Язык;"Оригинальное название";Обложка;Страниц;Иллюстрации;"Год издания";Рубрика;"тип товара";"диаметр колеса";"длина хода вилки";вилка;"материал рамы";"задний переключатель";"тип заднего амортизатора";"тип тормозов";"Операционная сиситема";Память;Дисплей;Клавиатура;"Параметры сканера";"Тип штрих-кодов";PTT;Датчик;Пылевлагозащита;Ударопрочность;"Рабочая температура";"Габариты (мм)";"Ширина бумаги";"Тип корма";"Назначение корма";Порода;"Класс корма";Монтаж;Дверцы;Габариты
"Напитки и продукты/Фрукты и овощи";"Nature product";"Вегетарианский радужный шпинат";;;32.00;43.00;2;;;кг;1;;"Вегетарианский радужный шпинат";"Вегетарианский радужный шпинат, Nature product, Фрукты и овощи";"Давно выяснено, что при оценке дизайна и композиции читаемый текст мешает сосредоточиться. Lorem Ipsum используют потому, что тот обеспечивает более или менее стандартное заполнение шаблона, а также реальное распределение букв и пробелов в абзацах, которое не получается при простой дубликации ""Здесь ваш текст.. Здесь ваш текст.. Здесь ваш текст.."" Многие программы электронной вёрстки и редакторы HTML используют Lorem Ipsum в качестве текста по умолчанию, так что поиск по ключевым словам ""lorem ipsum"" сразу ";"<p>Есть много вариантов Lorem Ipsum, но большинство из них имеет не всегда приемлемые модификации, например, юмористические вставки или слова, которые даже отдалённо не напоминают латынь.</p>";"<p>Давно выяснено, что при оценке дизайна и композиции читаемый текст мешает сосредоточиться. Lorem Ipsum используют потому, что тот обеспечивает более или менее стандартное заполнение шаблона, а также реальное распределение букв и пробелов в абзацах, которое не получается при простой дубликации ""Здесь ваш текст.. Здесь ваш текст.. Здесь ваш текст.."" Многие программы электронной вёрстки и редакторы HTML используют Lorem Ipsum в качестве текста по умолчанию, так что поиск по ключевым словам ""lorem ipsum"" сразу показывает, как много веб-страниц всё ещё дожидаются своего настоящего рождения. За прошедшие годы текст Lorem Ipsum получил много версий. Некоторые версии появились по ошибке, некоторые - намеренно (например, юмористические варианты).</p>";"okay-food8.jpg, okay-food1.jpg, okay-food14.jpg, okay-food5.jpg, okay-food9.jpg, okay-food10.jpg";vegetarianskij-raduzhnyj-shpinat;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Финляндия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Напитки и продукты/Фрукты и овощи";"Nature product";"Желтый стручковый перец";;qw90po;78.00;87.00;2;;;кг;1;;"Желтый стручковый перец";"Желтый стручковый перец, Nature product, Фрукты и овощи";"Давно выяснено, что при оценке дизайна и композиции читаемый текст мешает сосредоточиться. Lorem Ipsum используют потому, что тот обеспечивает более или менее стандартное заполнение шаблона, а также реальное распределение букв и пробелов в абзацах, которое не получается при простой дубликации ""Здесь ваш текст.. Здесь ваш текст.. Здесь ваш текст.."" Многие программы электронной вёрстки и редакторы HTML используют Lorem Ipsum в качестве текста по умолчанию, так что поиск по ключевым словам ""lorem ipsum"" сразу ";"<p>Есть много вариантов Lorem Ipsum, но большинство из них имеет не всегда приемлемые модификации, например, юмористические вставки или слова, которые даже отдалённо не напоминают латынь. Если вам нужен Lorem Ipsum для серьёзного проекта, вы наверняка не хотите какой-нибудь шутки, скрытой в середине абзаца.</p>";"<p>Давно выяснено, что при оценке дизайна и композиции читаемый текст мешает сосредоточиться. Lorem Ipsum используют потому, что тот обеспечивает более или менее стандартное заполнение шаблона, а также реальное распределение букв и пробелов в абзацах, которое не получается при простой дубликации ""Здесь ваш текст.. Здесь ваш текст.. Здесь ваш текст.."" Многие программы электронной вёрстки и редакторы HTML используют Lorem Ipsum в качестве текста по умолчанию, так что поиск по ключевым словам ""lorem ipsum"" сразу показывает, как много веб-страниц всё ещё дожидаются своего настоящего рождения. За прошедшие годы текст Lorem Ipsum получил много версий. Некоторые версии появились по ошибке, некоторые - намеренно (например, юмористические варианты).</p>";"okay-food13.jpg, okay-food15.jpg, okay-food2.jpg, okay-food4.jpg, okay-food11.jpg";zheltyj-struchkovyj-perets;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Баранина;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Напитки и продукты/Фрукты и овощи";"Organik food";"Китайская петрушка Кориандр";;24e452;28.00;;2;;;;1;;"Китайская петрушка Кориандр";"Китайская петрушка Кориандр, Organik food, Фрукты и овощи";;"<p>Есть много вариантов Lorem Ipsum, но большинство из них имеет не всегда приемлемые модификации, например, юмористические вставки или слова, которые даже отдалённо не напоминают латынь.</p>";;"okay-food12.jpg, okay-food2.jpg, okay-food5.jpg, okay-food8.jpg, okay-food9.jpg";kitajskaya-petrushka-koriandr;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Баранина;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Напитки и продукты,, Напитки и продукты/Фрукты и овощи";"Organik food";"Савойская капуста";;rtrwt535;97.00;;2;;;;1;;"Савойская капуста";"Савойская капуста, Organik food, Напитки и продукты";;;;"okay-food4.jpg, okay-food9.jpg, okay-food7.jpg, okay-food8.jpg";savojskaya-kapusta;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Финляндия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Напитки и продукты/Соки";"Nature product";"Апельсиновый сок";;qwer21;34.00;;2;;;;1;1;"Апельсиновый сок";"Апельсиновый сок, Nature product, Соки";;;;4-600x600.jpg;apelsinovyj-sok;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Vaillant;"Газовая колонка Vaillant MAG OE 11-0/0 XZ C+ H (пьезорозжиг)";;311187;195.00;212.00;1;0.00;;;1;1;"Газовая колонка Vaillant MAG OE 11-0/0 XZ C+ H (пьезорозжиг)";"Газовая колонка Vaillant MAG OE 11-0/0 XZ C+ H (пьезорозжиг)";"Газовая колонка Vaillant MAG OE 11-0/0 XZ C+ H (пьезорозжиг)";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";mag_pro_370x500.png;gazovaya-kolonka-vaillant-mag-oe-11-00-xz-c-h-pezorozzhig;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;;;19.2кВт.;дымоход;пьезорозжиг;;11л.;"Две ступени";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Vaillant;"Газовая колонка Vaillant MAG mini OE 11-0/0 RXZ H (пьезорозжиг)";;311292;260.00;289.00;1;0.00;0;;1;;"Газовая колонка Vaillant MAG mini OE 11-0/0 RXZ H (пьезорозжиг)";"Газовая колонка Vaillant MAG mini OE 11-0/0 RXZ H (пьезорозжиг)";"Газовая колонка Vaillant MAG mini OE 11-0/0 RXZ H (пьезорозжиг)";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"<p>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</p>";"mag_370x500-kopiya.png, _06_atmomag_gwh03_1014_04-kopiya.jpg";gazovaya-kolonka-vaillant-mag-mini-oe-11-00-rxz-h-pezorozzhig;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;;;19.2кВт.;дымоход;пьезорозжиг;;11л.;"Десять ступеней";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Vaillant;"Газовая колонка Vaillant MAG mini OE 11-0/0 RXI H (электро розжиг)";;311260;280.00;311.00;1;0.00;0;;1;0;"Газовая колонка Vaillant MAG mini OE 11-0/0 RXI H (электро розжиг)";"Газовая колонка Vaillant MAG mini OE 11-0/0 RXI H (электро розжиг)";"Газовая колонка Vaillant MAG mini OE 11-0/0 RXI H (электро розжиг)";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"mag_370x500-kopiya.png, _06_atmomag_gwh03_1014_04-kopiya.jpg";gazovaya-kolonka-vaillant-mag-mini-oe-11-00-rxi-h-elektro-rozzhig-;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;;;18.6кВт.;дымоход;"от батареек (электро)";;11л.;"Десять ступеней";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Vaillant;"Газовая колонка Vaillant MAG OE 14-0/0 RXZ H (пьезорозжиг)";;311392;312.00;347.00;1;0.00;0;;1;0;"Газовая колонка Vaillant MAG OE 14-0/0 RXZ H (пьезорозжиг)";"Газовая колонка Vaillant MAG OE 14-0/0 RXZ H (пьезорозжиг)";"Газовая колонка Vaillant MAG OE 14-0/0 RXZ H (пьезорозжиг)";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"mag_370x500-kopiya.png, _06_atmomag_gwh03_1014_04-kopiya.jpg";gazovaya-kolonka-vaillant-mag-oe-14-00-rxz-h-pezorozzhig;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;;;24.4кВт.;дымоход;пьезорозжиг;;14л.;"Десять ступеней";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Vaillant;"Газовая колонка Vaillant MAG OE 14-0/0 RXI H (электро розжиг)";;311591;355.00;395.00;1;0.00;0;;1;1;"Газовая колонка Vaillant MAG OE 14-0/0 RXI H (электро розжиг)";"Газовая колонка Vaillant MAG OE 14-0/0 RXI H (электро розжиг)";"Газовая колонка Vaillant MAG OE 14-0/0 RXI H (электро розжиг)";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"mag_370x500-kopiya.png, _06_atmomag_gwh03_1014_04-kopiya.jpg";gazovaya-kolonka-vaillant-mag-oe-14-00-rxi-h-elektro-rozzhig;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;;;24.4кВт.;дымоход;"от батареек (электро)";;14л.;"Десять ступеней";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Bosch;"Газовая колонка Bosch Therm 2000 O W 10 KB";;7736500992;140.00;156.00;1;0.00;;;1;0;"Газовая колонка Bosch Therm 2000 O W 10 KB";"Газовая колонка Bosch Therm 2000 O W 10 KB";"Газовая колонка Bosch Therm 2000 O W 10 KB";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";"THERM_2000_O.jpg, bosch-therm-2000.jpg";gazovaya-kolonka-bosch-therm-2000-o-w-10-kb;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;;;;;;;;;;;;;;17.4кВт.;дымоход;"от батареек (электро)";;10л/мин.;нет;10.00;0.04;580х310х220;0.15бар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Bosch;"Газовая колонка Bosch Therm 4000 O W 10-2 P";;7701331010;144.00;160.00;1;0.00;;;1;0;"Газовая колонка Bosch Therm 4000 O W 10-2 P";"Газовая колонка Bosch Therm 4000 O W 10-2 P";"Газовая колонка Bosch Therm 4000 O W 10-2 P";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";Therm_4000.jpg;gazovaya-kolonka-bosch-therm-4000-o-w-10-2-p;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;;;;;;;;;;;;;;17.4кВт.;дымоход;пьезорозжиг;;10л/мин.;нет;11.00;0.04;580х310х220;0.1бар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Bosch;"Газовая колонка Bosch Therm 4000 O WR 10-2 P";;7701331615;169.00;188.00;1;0.00;;;1;0;"Газовая колонка Bosch Therm 4000 O WR 10-2 P";"Газовая колонка Bosch Therm 4000 O WR 10-2 P";"Газовая колонка Bosch Therm 4000 O WR 10-2 P";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";Therm_4000.jpg;gazovaya-kolonka-bosch-therm-4000-o-wr-10-2-p;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;;;;;;;;;;;;;;17.4кВт.;дымоход;пьезорозжиг;;10л/мин.;есть;11.00;0.04;580х310х220;0.1бар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Bosch;"Газовая колонка Bosch Therm 4000 O WR 10-2 B";;7701331617;263.00;293.00;1;0.00;;;1;0;"Газовая колонка Bosch Therm 4000 O WR 10-2 B";"Газовая колонка Bosch Therm 4000 O WR 10-2 B";"Газовая колонка Bosch Therm 4000 O WR 10-2 B";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";bossh_wr_13_2_b.jpg;gazovaya-kolonka-bosch-therm-4000-o-wr-10-2-b;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;;;;;;;;;;;;;;17.4кВт.;дымоход;"от батареек (электро)";;10л/мин.;есть;11.00;0.04;580х310х220;0.1бар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Техника для дома/Водонагреватели";Bosch;"Газовая колонка Bosch Therm 6000 O WR 10-2 G";;7701331616;277.00;308.00;1;0.00;;;1;1;"Газовая колонка Bosch Therm 6000 O WR 10-2 G";"Газовая колонка Bosch Therm 6000 O WR 10-2 G";"Газовая колонка Bosch Therm 6000 O WR 10-2 G";"<div>Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.</div>";"Lorem Ipsum - это текст-""рыба"", часто используемый в печати и вэб-дизайне. Lorem Ipsum является стандартной ""рыбой"" для текстов на латинице с начала XVI века. В то время некий безымянный печатник создал большую коллекцию размеров и форм шрифтов, используя Lorem Ipsum для распечатки образцов. Lorem Ipsum не только успешно пережил без заметных изменений пять веков, но и перешагнул в электронный дизайн. Его популяризации в новое время послужили публикация листов Letraset с образцами Lorem Ipsum в 60-х годах и, в более недавнее время, программы электронной вёрстки типа Aldus PageMaker, в шаблонах которых используется Lorem Ipsum.";bosch-wrd-13-2g.jpg;gazovaya-kolonka-bosch-therm-6000-o-wr-10-2-g;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;;;;;;;;;;;;;;17.4кВт.;дымоход;"гидротурбинка (электро)";;10л/мин.;есть;11.00;0.04;580х310х220;0.1бар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
